date,price_btc,ma7_btc,ma30_btc,price_eth,ma7_eth,ma30_eth
2025-08-03,112554.9023222172,116371.18225311206,115913.8487081522,3397.4855484143,3689.1101446867287,3313.0039629974967
2025-08-04,114199.1096646076,115625.49591213961,116119.12263230543,3497.5731278224,3636.7456147377147,3345.9485223987963
2025-08-05,115138.6861307018,115216.26507137154,116349.82988666468,3715.7090148551,3626.6606388604428,3385.89285028228
2025-08-06,114128.3540888168,114684.12866568277,116513.60176567848,3612.4424322367,3601.495504664857,3420.595658286303
2025-08-07,115022.0957683089,114282.53650687556,116737.64773269377,3684.0459195727,3583.8711215920425,3458.609465511837
2025-08-08,117463.4745108523,114534.46108854622,117021.32382047959,3911.2609462691,3614.5279920469,3501.7922974243234
2025-08-09,116688.3666318606,115027.85558819503,117200.01835679305,4012.9769700124,3690.2134227403853,3543.138877669373
2025-08-10,116510.0839321376,115592.88153246937,117221.03281116013,4265.5632583335,3814.224524157414,3587.042779523727
2025-08-11,119266.9251688056,116316.85517592623,117277.56281344165,4253.5916189512,3922.2271657472425,3630.2007853187965
2025-08-12,118773.7996086099,116836.15710134165,117322.7242187261,4228.8242132612,3995.529336948114,3673.0628722428764
2025-08-13,120202.5348550317,117703.89721080093,117358.89015845125,4606.8094277095,4137.5817648728,3727.4810033254166
2025-08-14,123560.993635773,118923.73976329582,117483.13413073958,4763.6525353222,4291.8112814084425,3785.8634309392937
2025-08-15,118405.5957982395,119058.32851863686,117507.38082621279,4554.2915015386,4383.672789304086,3833.2374857323466
2025-08-16,117339.7919021328,119151.38927153288,117460.4351317247,4430.5324650178,4443.323574304856,3868.6510171820696
2025-08-17,117501.2165339496,119292.97964322031,117395.63017604502,4426.8269133113,4466.361239301686,3900.1491537845336
2025-08-18,117542.8368777809,119046.68131593105,117380.75985048577,4487.1180137592,4499.722152845686,3931.4758516098
2025-08-19,116256.4127674095,118687.054624331,117325.9193907658,4317.2757573282,4512.3580877123995,3955.57442681804
2025-08-20,112778.3448355584,117626.45605012053,117176.63352454215,4074.4957861005,4436.313281768257,3966.1041002942566
2025-08-21,114252.397551954,116296.65660957496,117068.9644503515,4330.4915987681,4374.433147974814,3984.938699452407
